도서명,저자,출판사,발행일,정가,판매가,리뷰 수,페이지 수,도서 소개,상품ID
한 권으로 끝내는 나만의 캐릭터 굿즈 브랜드,이지안,디지털북스,20250925,25000.0,22500,0,,"아이패드 드로잉 · 굿즈 제작 · 입점 전략 · SNS 브랜딩 실전 경험으로 검증된 노하우를 따라 하면 처음부터 프로처럼 시작할 수 있습니다. 그림을 막 시작한 초보도, 이미 작업을 이어가고 있는 사람도 이 책과 함께 아이디어를 굿즈로, 굿즈를 브랜드로 성장시켜 보세요!",S000217465437
일감각을 키우는 주니어 성장 노트,고현숙,디지털북스,20250930,20000.0,18000,0,,"직장인이 되었지만 주니어에서 시니어로 향하는 길목은 애매하고도 험하다. 목표는 흐릿하고, 업무만 쏟아지며, 기초 작업을 마쳐도 매니저의 “그래서 내가 뭘 해주면 되죠?”라는 질문 앞에 멈추기 일쑤다. 피드백은 지적 위주라 방향을 잡기 어렵고, 우선순위는 늘 뒤엉킨다. 이 책은 이런 ‘주니어 직장인’을 위한 실전 업무 성장 가이드다. 저자는 로톡, P&G, 꾸까, 29CM 등 다양한 업계와 규모의 회사를 거치며 ‘나답게 일하는 법’을 찾았다. 그 과정에서 터득한 목적-목표-업무 구조, 문제 정의, 우선순위 설정, 성과 중심 사고를 현장에서 바로 쓸 수 있는 도구로 정리했다. 책 속에는 연차별 성장 체크리스트, 보고·제안·기획의 구조화 방법, 성과를 만드는 커뮤니케이션 원칙까지, 개인 성과 → 조직 성과 → 커리어 성장으로 이어지는 로드맵이 담겨 있다. 이제, 주니어의 일감각을 키워 시니어로 도약하자.",S000217464680
한 걸음 앞선 개발자가 지금 꼭 알아야 할 클로드 코드,조훈 외,길벗,20250912,26000.0,23400,0,,"AI와 함께 개발하는 시대, 이제 클로드 코드는 더 이상 선택이 아닌 필수 도구가 되었다. 이 책은 macOS와 Windows 환경에서 클로드 코드를 설치하는 것부터 CLAUDE.md 설정 및 커스터마이징, MCP 연동 및 활용 전략, 설계 → 부트스트래핑 → 테스트 → 개선 → 명세 작성 및 문서화 과정으로 이어지는 클로드 워크플로 전략, LLM 엔진 최적화, 사용자 정의 명령어, 멀티에이전트, Custom Subagent, Claude Squad, Claude Swarm 등과 같은 클로드 효율을 극대화하는 방법까지 설명한다. 실제 업무에 클로드 코드를 활발하게 활용하고 있는 저자들의 노하우를 듬뿍 담았으며, 매일 1시간, 4주간 학습으로 클로드 코드 기본 사용법 외에도 어떻게 잘 적용할 수 있는지를 알아가는 것을 목표로 했다. 앞서가는 개발자가 되고 싶은 분들에게 이 책이 가장 든든한 동반자가 되어주길 희망한다.",S000217402731
요즘 바이브 코딩 클로드 코드 완벽 가이드,최지호(코드팩토리),골든래빗(주),20250901,24000.0,21600,0,,"이 책은 현존 최강의 코딩 AI 파트너 클로드 코드의 완벽 가이드북입니다. 현업 개발자인 저자가 매일 10시간 이상 투자하여 얻어낸 클로드 코드의 실전 활용법을 기초부터 고급 활용까지 체계적으로 정리했습니다. 클로드 코드 100달러 플랜에 가입해서 단순히 코드 생성 도구로만 쓰고 있었나요? 그렇다면 잘못 사용하고 있었던 겁니다. 이 책으로 개발 생산성을 극대화하는 클로드 코드라는 강력한 우주선에 탑승해보세요. 클로드 코드의 요금제, 플랜별 특징과 같은 기초 내용부터 CLAUDE.md와 콘텍스트 관리 전략, 플래닝 모드와 YOLO 모드를 넘나드는 유연한 작업 방식, 서브에이전트와 병렬 실행을 통한 멀티태스킹과 같은 고급 비법까지 넓은 범위를 심도있게 다룹니다. 특히 커스텀 커맨드와 훅(Hook)을 만들어 반복 작업을 자동화하고, 깃허브 연동으로 팀 협업 효율을 높이며 Supabase, Context7 등 외부 서비스와 연동하는 MCP 활용법은 어디서도 얻기 어려운 꿀팁입니다! 클로드 코드의 잠재력을 100% 끌어내고 싶다면 이 책을 꼭 읽어보세요.",S000217347037
된다 하루 만에 만드는 AI 사진 & 이미지,김원석,이지스퍼블리싱,20250826,17800.0,16020,0,,"AI가 내 말을 못 알아듣는 진짜 이유는 '요청 방식'에 있습니다. 《된다! 하루 만에 만드는 AI 사진 & 이미지》는 어떤 AI든 통하는 '핵심 비법'을 알려줍니다. 저자가 직접 개발한 ‘프롬프트 체크리스트’의 빈칸을 채워 당신의 막연한 생각을 구체적인 ‘설계도’로 바꾸고 286개의 ‘비주얼 키워드’를 사전처럼 골라 덧붙이면 결과물의 수준이 순식간에 전문가의 작품처럼 달라집니다. 이제 저작권 걱정, 비싼 외주 없이 1인 기업가, 마케터, 크리에이터 누구나 원하는 모든 이미지를 내 손으로 만들 수 있습니다. AI가 내 최고의 디자인 파트너가 되는 놀라운 경험, 지금 바로 시작해 보세요!",S000217334495
AI 혁명을 이끈 천재들,이승민,좋은습관연구소,20250901,21000.0,18900,0,,"어렵게만 느껴지는 AI가 쉬워지는 습관은 AI 기술을 만든 사람의 생각을 따라가는 것입니다. 이 책은 제프리 힌튼, 젠슨 황, 일리야 수츠케버, 데미스 허사비스 등 AI의 최전선에 선 인물 10인의 이야기를 통해 ‘사람을 따라가다 보면 기술이 보이는’ 경험을 선사합니다. 인공지능을 어렵게 설명하는 대신, 기술을 만든 사람들이 어떻게 배우고, 무엇을 고민했는지를 이야기합니다. 인물 중심의 이야기와 흥미로운 인터뷰, 적재적소에 배치된 인용문과 해석은 일반 독자들에게도 ‘딱 좋은’ AI 입문서입니다.",S000217297492
클라우드 최소한의 기술 이야기,김명신,레비랩스,20250801,20000.0,18000,0,,"스마트폰을 넘어 인공지능, 자율주행, 가상현실, 사물인터넷까지, 우리가 사는 세상은 점점 더 ‘소프트웨어가 움직이는 공간’으로 변하고 있으며, 그 중심에 ‘클라우드’가 근본적인 기반으로 자리 잡고 있습니다. 이 책 『클라우드 최소한의 기술 이야기』는 기술적 배경이 없는 독자나 클라우드에 막 관심을 갖기 시작한 사람들을 위한 훌륭한 안내서입니다.",S000217211073
나만의 MCP 서버 만들기 with 커서 AI,서지영,길벗,20250730,24000.0,21600,0,,"MCP는 LLM 기반 에이전트와 도구들을 연결할 수 있도록 설계된 프로토콜로, 다양한 플랫폼과 함께 사용하거나 서버-클라이언트 구조를 통해 모듈형 AI 시스템을 직접 구축할 수 있습니다. MCP의 등장으로 인해 앞으로는 모델 중심의 단순한 응답 생성이 아닌 시스템 중심의 복합적 문제 해결 구조로 바뀔 것입니다. 또한 다양한 AI 에이전트들이 각자의 역할을 분담하고 유기적으로 협력하면서 복잡한 요청에도 더욱 유연하고 지능적으로 대응할 수 있게 될 것입니다. 이 책은 MCP의 기본 구조와 철학, 동작 원리 등을 빠르게 살펴보고 클로드 데스크톱, 커서 AI, 스미더리 같은 도구를 사용해 간단한 MCP 서버-클라이언트 구조를 직접 구현해보면서 MCP를 경험해볼 수 있는 MCP 입문서입니다. MCP를 이해하고 다양한 에이전트를 연결해보고 싶은 분들께 효율적인 출발점이 될 수 있도록 구성했습니다.",S000217163721
보고서 기획서 고민 없이 시작해서 30분 만에 끝내주는 프롬프트 책,박경수,한빛비즈,20250802,22000.0,19800,0,,"챗GPT를 비롯한 수많은 생성형 AI가 일상 속으로 깊숙이 들어온 지금, 이제 “AI를 아느냐 모르느냐”는 더 이상 문제가 아니다. 다음과 같은 질문에서 새로운 고민이 시작되어야 한다. “‘어떤 업무’에 ‘어떤 AI’를 ‘어떻게 적용’할 것인가?” 20여 년의 회사 생활을 굵고 길게 버텨온 업무 달인이 다양한 생성형 AI를 직접 써보고 정리한 《보고서 기획서 고민 없이 시작해서 30분 만에 끝내주는 프롬프트 책》은 단순한 도구 소개를 넘어 실제 업무에 최적화된 생성형 AI 20개를 엄선해 17단계 워크플로우와 만능 프롬프트를 함께 제안한다. 이를 통해 누구나 복잡한 보고서 기획서 작업을 단 30분 만에 끝내주는 실전형 업무 루틴을 가질 수 있을 것이다. ★《보고 끝》의 차별화된 실용성: ① 생성형 AI 20종 완벽 활용: 챗GPT는 기본! 제미나이, 클로드, 퍼플렉시티, 젠스파크, 코파일럿 등 최신 AI 툴을 실제 업무 맥락에 맞게 설명한다. ② 보고서 작성 A to Z 적용: 자료 조사, 기획안 구성, 분석 및 시각화, 문서 작성, 발표 준비 등 단계별로 필요한 AI 도구와 사용법을 매칭한다. ③ 프롬프트 설계 매뉴얼 제공: 초급-중급-고급 단계별 실전 프롬프트를 통해 질문의 수준과 성과를 끌어올리는 방법을 익힌다. ④ 퇴근 시간을 앞당기는 실질 효과: 반복 업무에서 해방되면서 시간을 절약할 수 있는 워크플로우를 구체적으로 제시한다. ⑤ 일잘러의 프롬프트 트레이닝: 생성형 AI를 잘 쓰는 사람들의 사고방식과 프롬프트 전략을 학습한다.",S000217163686
노션 템플릿 상점,Rei,길벗,20250730,22000.0,19800,0,,"‘0’에서 시작하기 부담스럽다면, ‘1’부터 시작하는 노션으로 지금부터 일상을 바꿔보자. 이 책은 노션이 사랑받는 이유를 시작으로, 블록과 페이지, 데이터베이스 등 꼭 알아야 할 기본 사용법을 친절하게 설명한다. 노션을 처음 접하는 사람도 일상과 업무에 곧바로 활용할 수 있도록 34개의 실용적인 템플릿과 함께 다양한 활용 아이디어를 제안한다. 또한, 새롭게 강화된 노션 AI 기능을 반영한 최신 템플릿도 수록해 생산성을 한층 높일 수 있도록 구성했다. 노션 앰배서더이자 콘텐츠 크리에이터인 노슈니가 감수로 참여해, 다양한 템플릿을 직접 써보고 검토한 실전 활용법도 함께 소개한다. 처음 노션을 시작하려는 사람은 물론, 이미 사용 중이지만 더 잘 쓰고 싶은 사람에게도 도움이 되는 안내서다.",S000217138981
시니어를 위한 디지털 첫걸음,이종구 외,디지털콘텐츠그룹,20250721,9000.0,8100,0,,"이 책은 (주)디지털콘텐츠그룹이 지난 16년간 현장에서 축적한 교육 경험과 노하우를 바탕으로, 스마트폰과 인공지능(AI)을 쉽고 재미있게, 그리고 ‘실제로 써먹을 수 있게’ 안내하기 위해 제작되었다. 스마트폰 기초부터 음성입력, 저장공간 확보, 크롬브라우저와 확장 프로그램 활용법, 그리고 ChatGPT, Gemini 등 최신 AI 도구까지 모두 포함되어 있으며, 각 주제에는 QR코드를 통해 바로 영상을 볼 수 있는 구조로 구성되어 있어, 학습자가 직접 보고 따라하며 익힐 수 있다. 무엇보다 실생활에 밀접한 예시와 쉬운 설명을 중심으로 구성해, 디지털이 낯선 학습자도 충분히 따라올 수 있도록 하였다. 또한 이 책은 교육 현장에서 강사들이 수업 교재로 활용하기에도 적합하도록 구성되었다. 현장 강의 흐름에 맞춘 설명 구성과 실습 중심의 페이지 배치는 물론, 스마트폰 활용지도사, AI 전문지도사, 디지털문해교육 전문가 양성과정에 바로 접목할 수 있어, 수강생과 강사 모두에게 실질적인 도움을 줄 수 있다.",S000217097785
"해커톤: 아이디어 도출, 팀 구축, 구현, 입상 전략까지",노아론,로드북,20250728,30000.0,27000,0,,"해커톤은 국제 규모의 대회부터 기업이나 단체가 기획하는 소규모 해커톤까지 매년 수백 개가 넘게 열립니다. 하지만 어떤 해커톤이든 공통점이 있죠. 바로 ‘짧은 시간 안에, 팀을 이뤄, 결과물을 만들어야 한다’는 것입니다. 이 책은 수많은 해커톤에 참여하고 국제 규모의 해커톤에서 입상한 저자가 자신의 경험을 바탕으로, 10개의 프로젝트 예제를 통해 아이디어 발상, 기획, 구현, 발표까지 실제 해커톤의 과정을 자세하게 알려줍니다. 해커톤이 처음인 사람도, 몇 번 경험해봤지만 항상 끝까지 완성하지 못했던 사람도, 이 책을 통해 해커톤의 흐름을 익히고 실력을 다질 수 있습니다. 지금까지 혼자서 공부했다면, 이제는 팀과 협업하며 실제 서비스를 만들 수 있는 해커톤에 도전해보세요.",S000217089414
인프라 엔지니어의 교과서,사노 유타카,길벗,20250722,22000.0,19800,0,,"이 책은 인프라 관리를 시작하는 법부터 데이터 센터와 장애 대응까지, 실무자가 알아야 할 인프라의 기본 요소를 빠짐없이 다루고 있다. 서버, 네트워크, 스토리지, 클라우드, 데이터 센터, 인프라 운영, 대규모 인프라, 구매까지 인프라 엔지니어라면 꼭 알아야 할 개념과 지식을 실용적인 순서로 모두 담았다. 풍부한 도표, 일러스트, 사진 자료, 기업 사례가 함께 제공되므로 쉽고 빠르게 실무 지식을 쌓을 수 있다. 추가로 LINE 사의 창업 멤버이자 25년차 인프라 전문가인 저자의 노하우를 곳곳에 담아, 신입 시스템 엔지니어는 물론이고 개발자, 관리자, 기획자 모두의 합리적인 의사결정을 돕는다. 인프라 엔지니어링의 A부터 Z까지를 모두 담은 이 책으로 다양한 선택지에서 최적의 해결책을 고르는 방법을 배우고, IT 인프라 세상의 첫걸음을 내딛어 보자!",S000217058328
